employee_name,user_id,O,C,E,A,N,role,business_unit,functional_unit,department,team,supervisor,total_logons,avg_logon_hour,after_hours_logons,weekend_logons,active_months,after_hours_ratio,weekend_ratio
3159,3167,42,36,23,40,26,28,1,5,12,20,121,131,11.870229007633588,15,0,2,0.11450381679389313,0.0
1570,1533,48,39,47,40,32,42,1,2,18,36,182,110,12.754545454545454,40,0,2,0.36363636363636365,0.0
1459,1397,35,13,23,20,38,13,1,3,18,35,21,155,12.025806451612903,29,47,2,0.1870967741935484,0.3032258064516129
3928,3910,42,14,35,20,30,20,1,2,16,28,183,80,13.0,0,0,2,0.0,0.0
3397,3432,39,18,42,36,27,21,1,3,18,21,233,80,13.0,0,0,2,0.0,0.0
2721,2702,37,39,19,33,34,9,1,2,18,38,63,80,11.575,40,0,2,0.5,0.0
2534,2537,45,40,22,39,30,9,1,2,18,25,204,80,13.5,40,0,2,0.5,0.0
684,758,30,38,13,32,32,9,1,2,18,72,66,80,13.0,0,0,2,0.0,0.0
386,450,36,27,14,18,20,38,1,5,12,79,202,111,12.315315315315315,19,0,2,0.17117117117117117,0.0
3680,3670,34,13,45,18,37,20,1,0,21,85,173,161,11.745341614906833,29,46,2,0.18012422360248448,0.2857142857142857
234,303,41,43,17,40,37,22,1,4,10,1,116,80,12.075,40,0,2,0.5,0.0
2498,2477,20,23,23,30,26,13,1,3,18,35,21,80,12.025,19,0,2,0.2375,0.0
3283,3405,11,32,39,16,27,6,1,3,18,35,21,80,12.1125,14,0,2,0.175,0.0
2564,2681,30,50,41,21,21,38,1,5,12,79,202,80,12.7875,17,0,2,0.2125,0.0
2265,2179,20,22,50,20,28,31,1,9,11,71,146,80,13.0,0,0,2,0.0,0.0
3387,3289,43,22,43,16,37,5,1,4,16,88,7,150,12.873333333333333,0,39,2,0.0,0.26
3029,3038,35,26,42,39,26,23,1,2,18,17,15,80,12.525,19,0,2,0.2375,0.0
3938,3922,50,17,45,19,27,42,1,9,14,46,185,132,13.053030303030303,0,0,2,0.0,0.0
2461,2442,21,21,33,43,46,28,1,6,12,65,69,80,11.575,17,0,2,0.2125,0.0
2437,2402,23,36,42,44,26,28,1,6,12,8,106,112,11.955357142857142,40,0,2,0.35714285714285715,0.0
881,605,41,40,16,43,39,21,1,3,18,52,20,114,12.631578947368421,80,0,2,0.7017543859649122,0.0
250,343,39,21,16,35,30,4,1,4,18,75,110,109,11.880733944954128,40,0,2,0.3669724770642202,0.0
3018,3002,48,33,35,46,28,6,1,3,16,28,94,94,11.27659574468085,29,0,2,0.30851063829787234,0.0
3124,3101,43,18,19,23,28,1,1,2,16,3,183,80,12.0125,40,0,2,0.5,0.0
3750,3713,21,20,18,18,39,34,1,4,16,56,109,80,13.1125,0,0,2,0.0,0.0
941,1020,38,48,38,39,25,38,1,6,12,63,140,115,11.808695652173913,40,0,2,0.34782608695652173,0.0
3547,3561,22,16,24,40,32,9,1,2,18,42,76,113,13.265486725663717,40,0,2,0.35398230088495575,0.0
485,421,40,32,22,10,26,34,1,2,16,80,6,80,13.5125,58,0,2,0.725,0.0
1668,1761,12,18,35,23,36,23,1,3,18,14,87,148,11.736486486486486,25,31,2,0.16891891891891891,0.20945945945945946
3648,3637,35,32,38,22,33,9,1,3,18,39,142,80,12.5,0,0,2,0.0,0.0
310,3,38,48,37,38,37,23,1,3,18,31,85,80,12.15,17,0,2,0.2125,0.0
3401,3363,20,26,18,20,18,40,1,2,18,10,46,84,12.511904761904763,40,0,2,0.47619047619047616,0.0
3220,3091,24,40,32,43,29,9,1,2,18,25,204,80,13.5,40,0,2,0.5,0.0
3112,3164,38,32,38,37,28,31,1,9,11,71,146,80,13.0,0,0,2,0.0,0.0
1405,1407,34,38,18,12,33,28,1,5,12,20,121,80,12.0625,13,0,2,0.1625,0.0
3761,3747,25,22,45,20,28,42,1,9,14,61,95,80,12.5,0,0,2,0.0,0.0
2941,2958,42,21,39,23,29,28,1,5,12,27,16,80,11.9875,0,0,2,0.0,0.0
3353,3327,20,45,42,37,28,38,1,6,12,13,40,80,13.125,40,0,2,0.5,0.0
3560,3538,38,40,49,25,35,34,1,3,16,11,29,145,12.910344827586206,12,1,2,0.08275862068965517,0.006896551724137931
2454,2341,20,39,33,39,27,42,1,8,14,4,114,80,11.5,40,0,2,0.5,0.0
2578,2614,43,35,16,16,27,45,1,2,16,56,65,80,12.5625,17,0,2,0.2125,0.0
1948,1901,12,15,38,23,27,6,1,3,18,39,142,80,12.5,0,0,2,0.0,0.0
540,497,31,20,21,50,25,28,1,5,12,15,33,223,11.829596412556054,89,66,2,0.3991031390134529,0.29596412556053814
3720,3753,31,16,11,29,25,41,1,4,18,3,77,98,11.540816326530612,29,0,2,0.29591836734693877,0.0
1229,1240,41,38,23,45,22,45,1,2,16,11,228,98,13.357142857142858,0,0,2,0.0,0.0
3798,3859,48,36,12,18,19,31,1,9,11,62,47,80,12.5,0,0,2,0.0,0.0
634,791,17,36,31,24,23,42,1,8,14,33,35,80,11.55,18,0,2,0.225,0.0
1342,1301,24,10,39,31,27,21,1,2,18,52,180,146,10.904109589041095,54,24,2,0.3698630136986301,0.1643835616438356
1314,1288,35,37,45,40,25,34,1,2,16,88,24,80,13.0,0,0,2,0.0,0.0
3700,3748,15,41,28,20,20,9,1,2,18,35,42,133,11.548872180451127,21,0,2,0.15789473684210525,0.0
3507,3431,36,44,25,42,35,11,1,9,14,4,61,80,11.5,40,0,2,0.5,0.0
77,310,43,40,16,25,29,4,1,3,18,75,237,80,12.0375,20,0,2,0.25,0.0
2026,1964,23,44,18,12,27,36,1,3,16,6,10,107,12.05607476635514,16,0,2,0.14953271028037382,0.0
3451,3514,10,16,50,41,37,28,1,6,12,65,69,80,11.625,13,0,2,0.1625,0.0
1484,1474,37,34,14,30,30,32,1,3,10,44,176,80,13.5,0,0,2,0.0,0.0
1791,1896,34,48,19,10,27,32,1,3,10,30,97,80,12.625,17,0,2,0.2125,0.0
1427,1489,39,16,35,21,37,31,1,8,11,34,214,80,11.025,40,0,2,0.5,0.0
2439,2431,40,39,24,32,26,40,1,2,18,10,46,80,12.5125,41,0,2,0.5125,0.0
38,80,14,40,20,16,24,9,1,4,18,83,193,111,12.756756756756756,0,0,2,0.0,0.0
470,440,32,39,22,22,29,9,1,4,18,18,18,132,12.18939393939394,6,8,2,0.045454545454545456,0.06060606060606061
2004,1844,43,36,19,37,40,6,1,4,16,28,8,109,11.394495412844037,40,0,2,0.3669724770642202,0.0
1397,1445,19,30,34,44,33,21,1,4,18,21,153,117,13.606837606837606,41,0,2,0.3504273504273504,0.0
3865,3846,33,18,45,42,33,28,1,5,12,65,239,115,11.130434782608695,42,0,2,0.3652173913043478,0.0
2220,2248,20,47,18,41,40,9,1,3,18,42,229,80,12.1625,18,0,2,0.225,0.0
3368,3498,22,19,45,10,31,9,1,3,18,38,118,109,12.009174311926605,21,0,2,0.1926605504587156,0.0
3026,3062,39,42,37,12,24,42,1,8,14,4,114,110,11.563636363636364,40,0,2,0.36363636363636365,0.0
3165,3079,47,33,18,13,29,20,1,7,8,3,27,80,10.5,40,0,2,0.5,0.0
860,702,39,36,37,22,27,38,1,6,12,63,140,80,12.1,40,0,2,0.5,0.0
827,624,40,21,42,37,33,42,1,8,14,54,161,113,12.097345132743364,19,0,2,0.168141592920354,0.0
2582,2623,20,12,23,42,31,23,1,3,18,23,72,80,12.0,40,0,2,0.5,0.0
2489,2680,31,21,22,21,31,42,1,4,18,72,166,80,12.55,14,0,2,0.175,0.0
2837,2733,34,46,36,18,27,6,1,2,18,22,191,80,11.5,40,0,2,0.5,0.0
3216,3256,39,37,46,15,37,13,1,4,16,43,86,145,11.551724137931034,47,19,2,0.32413793103448274,0.1310344827586207
3959,3974,18,44,16,39,33,20,1,0,20,53,195,80,12.5,0,0,2,0.0,0.0
1584,1657,15,23,20,34,19,28,1,5,12,8,17,110,13.118181818181819,40,0,2,0.36363636363636365,0.0
414,475,17,50,40,39,28,38,1,6,12,63,140,121,12.099173553719009,40,0,2,0.3305785123966942,0.0
2076,2093,41,44,36,43,42,33,1,0,21,0,139,114,12.771929824561404,0,0,2,0.0,0.0
2782,2741,38,42,20,37,34,28,1,6,12,81,60,127,12.070866141732283,17,0,2,0.13385826771653545,0.0
914,721,39,37,38,18,36,26,1,4,10,68,129,80,13.0375,80,0,2,1.0,0.0
2808,2763,21,32,22,44,33,26,1,4,10,44,128,80,11.5,0,0,2,0.0,0.0
2997,2941,40,42,18,40,24,9,1,4,18,35,4,131,12.595419847328245,42,0,2,0.32061068702290074,0.0
638,738,49,15,50,43,31,28,1,5,12,20,121,80,12.1,16,0,2,0.2,0.0
518,418,29,30,30,15,28,42,1,8,14,46,73,114,11.37719298245614,15,0,2,0.13157894736842105,0.0
2235,2181,35,14,14,19,33,31,1,8,11,47,83,80,12.0,40,0,2,0.5,0.0
2396,2401,13,12,40,37,33,23,1,4,18,24,215,111,12.207207207207206,0,0,2,0.0,0.0
2223,2105,18,50,13,18,30,1,1,5,1,3,187,80,13.5,40,0,2,0.5,0.0
3292,3338,21,20,10,19,32,9,1,3,18,40,78,80,11.5,40,0,2,0.5,0.0
3644,3568,33,37,17,35,33,9,1,3,18,64,159,134,10.746268656716419,46,0,2,0.34328358208955223,0.0
2176,2270,43,37,36,22,26,42,1,9,14,70,218,80,13.0,0,0,2,0.0,0.0
1176,1201,43,42,31,25,34,42,1,9,14,54,194,148,12.128378378378379,0,30,2,0.0,0.20270270270270271
1576,1545,39,40,47,34,25,31,1,9,11,34,49,176,10.988636363636363,78,50,2,0.4431818181818182,0.2840909090909091
2358,2292,19,26,24,21,33,13,1,3,16,43,111,134,12.223880597014926,45,0,2,0.3358208955223881,0.0
1496,1428,38,45,19,41,32,28,1,6,12,15,151,80,12.0125,0,0,2,0.0,0.0
3289,3413,46,38,25,16,33,9,1,3,18,83,150,80,12.075,20,0,2,0.25,0.0
2558,2508,37,22,24,12,29,23,1,3,18,37,54,80,12.0,18,0,2,0.225,0.0
910,874,22,24,22,48,31,32,1,3,10,30,97,96,12.53125,17,0,2,0.17708333333333334,0.0
2796,2758,39,42,20,30,27,9,1,2,18,22,191,130,11.492307692307692,48,21,2,0.36923076923076925,0.16153846153846155
1231,1172,20,27,35,21,27,9,1,3,18,18,120,144,13.319444444444445,53,34,2,0.3680555555555556,0.2361111111111111
449,485,39,45,26,43,22,9,1,2,18,22,191,140,11.628571428571428,45,13,2,0.32142857142857145,0.09285714285714286
3579,3557,19,14,41,19,29,42,1,9,14,33,88,181,12.342541436464089,55,42,2,0.30386740331491713,0.23204419889502761
1994,1887,37,49,17,23,32,36,1,2,16,6,224,84,11.05952380952381,43,0,2,0.5119047619047619,0.0
2284,2407,40,23,23,17,32,31,1,9,11,5,225,80,12.0,0,0,2,0.0,0.0
3896,3886,17,26,12,40,32,41,1,4,18,3,77,80,11.5,18,0,2,0.225,0.0
1903,1837,42,40,10,40,33,26,1,3,10,74,172,90,11.633333333333333,46,0,2,0.5111111111111111,0.0
547,535,17,40,48,42,31,22,1,3,10,44,176,80,13.5,0,0,2,0.0,0.0
1335,1298,36,10,16,42,21,42,1,9,14,61,95,80,12.5,0,0,2,0.0,0.0
716,655,38,20,10,20,42,25,1,0,20,32,213,122,13.147540983606557,20,0,2,0.16393442622950818,0.0
1226,1183,13,10,30,21,34,21,1,4,18,21,153,80,14.0,40,0,2,0.5,0.0
2,215,26,41,14,19,30,9,1,2,18,38,63,169,11.55621301775148,50,30,2,0.2958579881656805,0.17751479289940827
333,131,41,36,15,29,19,34,1,2,16,11,228,80,13.5,0,0,2,0.0,0.0
3310,3497,17,20,43,16,29,32,1,4,10,30,126,80,11.6,15,0,2,0.1875,0.0
249,294,45,24,27,21,43,42,1,9,14,46,185,80,13.0,0,0,2,0.0,0.0
134,49,29,35,23,39,36,0,1,7,0,3,144,80,13.5,40,0,2,0.5,0.0
1023,1016,17,15,17,18,35,41,1,2,18,3,201,117,12.188034188034187,0,0,2,0.0,0.0
3964,3950,11,22,14,42,37,16,1,0,21,66,93,384,11.791666666666666,224,0,2,0.5833333333333334,0.0
2773,2858,39,25,16,13,26,5,1,3,16,88,171,113,11.283185840707965,40,0,2,0.35398230088495575,0.0
2645,2677,42,37,37,16,23,21,1,2,18,21,179,80,11.5,40,0,2,0.5,0.0
2099,2205,30,42,44,10,28,9,1,3,18,83,150,80,12.0625,20,0,2,0.25,0.0
390,514,39,46,39,19,32,1,1,2,16,56,65,80,12.6,16,0,2,0.2,0.0
2696,2543,30,30,35,33,30,5,1,4,16,56,109,108,13.083333333333334,0,0,2,0.0,0.0
906,782,35,26,40,14,31,6,1,3,18,40,78,86,11.30232558139535,44,0,2,0.5116279069767442,0.0
443,449,27,10,23,41,29,28,1,5,12,20,121,80,12.05,16,0,2,0.2,0.0
3687,3696,21,20,30,18,38,21,1,2,18,86,53,80,13.525,40,0,2,0.5,0.0
2467,2567,41,44,17,22,25,42,1,9,14,46,185,80,13.0,0,0,2,0.0,0.0
2589,2506,39,41,41,14,32,26,1,4,10,59,81,80,11.0,40,0,2,0.5,0.0
3409,3391,33,40,25,43,24,28,1,5,12,49,145,80,11.5,40,0,2,0.5,0.0
3979,3998,39,42,17,24,34,9,1,2,18,38,63,80,11.6,40,0,2,0.5,0.0
3225,3147,33,40,27,33,28,9,1,3,18,42,229,112,11.107142857142858,40,22,2,0.35714285714285715,0.19642857142857142
3033,3046,37,39,19,11,24,5,1,3,16,11,29,80,13.0,0,0,2,0.0,0.0
3930,3928,41,21,16,16,27,38,1,5,12,79,202,80,12.55,18,0,2,0.225,0.0
1768,1701,41,47,45,18,32,38,1,6,12,79,31,80,11.6625,40,0,2,0.5,0.0
2274,2071,40,10,34,44,38,16,1,0,21,29,39,314,13.140127388535031,196,0,2,0.6242038216560509,0.0
1775,1772,21,23,50,42,37,5,1,4,16,58,244,96,12.947916666666666,40,0,2,0.4166666666666667,0.0
2068,2051,44,45,23,14,32,31,1,8,11,47,83,80,12.0,40,0,2,0.5,0.0
2053,2112,32,19,11,42,26,38,1,6,12,19,50,80,13.025,80,0,2,1.0,0.0
1455,1419,27,25,17,25,29,34,1,2,16,58,163,110,12.60909090909091,0,0,2,0.0,0.0
538,481,25,44,43,42,20,38,1,6,12,87,197,80,12.5625,18,0,2,0.225,0.0
3543,3640,42,20,42,29,31,11,1,8,14,77,199,80,12.0,40,0,2,0.5,0.0
2935,2883,32,37,30,17,24,20,1,8,11,62,156,80,12.575,17,0,2,0.2125,0.0
3262,3156,18,35,12,21,30,9,1,4,18,83,193,80,13.0,0,0,2,0.0,0.0
1540,1591,48,22,34,40,25,9,1,3,18,64,159,80,11.0,40,0,2,0.5,0.0
970,962,34,34,19,40,28,38,1,6,12,87,197,80,12.5875,17,0,2,0.2125,0.0
2178,2144,16,37,37,15,20,6,1,4,18,35,4,110,12.345454545454546,41,0,2,0.37272727272727274,0.0
781,623,20,42,23,21,28,20,1,9,11,34,58,111,11.441441441441441,54,29,2,0.4864864864864865,0.26126126126126126
1823,1907,43,39,29,41,27,31,1,8,11,34,214,92,10.391304347826088,50,1,2,0.5434782608695652,0.010869565217391304
1645,1599,25,35,16,20,27,42,1,8,14,4,114,131,11.51908396946565,41,0,2,0.31297709923664124,0.0
3906,3901,18,41,46,28,38,40,1,2,18,39,99,80,11.525,40,0,2,0.5,0.0
1145,1133,39,37,17,21,24,23,1,3,18,14,87,135,11.37037037037037,28,2,2,0.2074074074074074,0.014814814814814815
3307,3426,36,30,34,41,32,11,1,9,14,54,61,80,12.0,0,0,2,0.0,0.0
3500,3368,17,19,40,17,35,22,1,2,10,68,26,97,12.22680412371134,25,15,2,0.25773195876288657,0.15463917525773196
311,30,38,48,45,34,36,13,1,4,18,40,212,80,12.0,0,0,2,0.0,0.0
3389,3295,46,21,17,10,34,28,1,6,12,15,151,80,12.025,0,0,2,0.0,0.0
2605,2497,42,40,41,23,35,23,1,3,18,17,134,80,11.5,40,0,2,0.5,0.0
207,92,22,24,49,11,26,16,1,0,21,84,138,312,13.256410256410257,202,0,2,0.6474358974358975,0.0
3173,3128,24,25,14,30,29,31,1,9,11,55,208,107,13.05607476635514,0,0,2,0.0,0.0
175,329,18,17,21,43,36,6,1,4,16,82,36,80,12.55,16,0,2,0.2,0.0
3073,3183,42,41,22,37,37,34,1,4,16,11,112,80,12.0375,40,0,2,0.5,0.0
3595,3588,34,47,12,30,30,9,1,2,18,35,42,80,11.6125,18,0,2,0.225,0.0
1680,1704,16,33,25,38,33,43,1,2,18,36,182,80,13.075,36,0,2,0.45,0.0
1428,1355,16,41,29,42,30,23,1,2,18,24,104,135,12.837037037037037,5,17,2,0.037037037037037035,0.1259259259259259
1082,976,42,18,42,44,32,4,1,2,18,38,219,119,11.453781512605042,42,0,2,0.35294117647058826,0.0
3127,3122,23,15,21,18,32,38,1,5,12,87,175,120,12.175,10,0,2,0.08333333333333333,0.0
3601,3633,43,29,22,23,37,23,1,2,18,17,15,80,12.4875,19,0,2,0.2375,0.0
2034,2005,10,19,20,22,28,31,1,9,11,55,208,80,13.075,0,0,2,0.0,0.0
3291,3319,30,24,19,15,22,31,1,8,11,47,83,80,12.0,40,0,2,0.5,0.0
2116,2057,32,15,20,13,33,40,1,3,18,64,159,163,10.613496932515337,59,15,2,0.3619631901840491,0.09202453987730061
2241,2252,10,16,34,21,26,28,1,6,12,8,106,80,12.0125,40,0,2,0.5,0.0
210,282,30,39,14,23,21,43,1,3,18,72,57,110,11.1,40,0,2,0.36363636363636365,0.0
1779,1728,42,18,36,34,29,23,1,3,18,72,57,80,11.0,40,0,2,0.5,0.0
2348,2432,18,38,19,40,29,40,1,2,18,10,46,80,12.5125,41,0,2,0.5125,0.0
1884,2048,42,19,22,17,43,23,1,3,18,14,87,80,11.5875,14,0,2,0.175,0.0
73,110,48,20,12,17,27,42,1,8,14,33,35,80,11.6,16,0,2,0.2,0.0
727,867,14,35,37,43,33,1,1,4,16,28,8,80,11.5,40,0,2,0.5,0.0
3096,3250,16,14,18,21,29,13,1,3,18,39,142,115,12.495652173913044,0,0,2,0.0,0.0
2056,2131,37,36,27,40,34,23,1,4,18,31,221,80,13.5,40,0,2,0.5,0.0
3565,3554,44,42,13,37,30,21,1,4,18,26,198,80,12.1,40,0,2,0.5,0.0
3090,3165,38,33,30,39,31,28,1,6,12,27,154,80,12.5,0,0,2,0.0,0.0
1086,1130,40,25,19,39,33,28,1,6,12,65,69,110,11.672727272727272,17,0,2,0.15454545454545454,0.0
1146,988,45,45,45,40,20,41,1,2,18,3,201,110,12.045454545454545,0,0,2,0.0,0.0
685,871,40,42,11,44,31,31,1,8,11,34,214,80,11.025,40,0,2,0.5,0.0
1473,1378,32,18,30,21,32,31,1,9,11,55,208,80,13.0125,0,0,2,0.0,0.0
3986,3960,38,48,25,24,28,21,1,2,18,52,180,158,11.253164556962025,58,3,2,0.3670886075949367,0.0189873417721519
1527,1648,20,23,18,16,27,20,1,1,9,3,242,80,11.5125,40,0,2,0.5,0.0
1663,1656,33,45,41,32,25,16,1,0,21,50,211,298,12.906040268456376,183,0,2,0.6140939597315436,0.0
1661,1585,36,34,25,22,17,42,1,9,14,54,194,80,12.0,0,0,2,0.0,0.0
3606,3659,46,34,19,21,31,31,1,8,11,47,83,80,12.0,40,0,2,0.5,0.0
2907,2884,50,32,18,50,34,4,1,4,18,39,110,80,12.5,40,0,2,0.5,0.0
985,1001,35,18,42,29,31,6,1,3,18,35,21,80,12.0625,20,0,2,0.25,0.0
138,199,45,24,41,40,29,45,1,3,16,80,74,80,12.0,40,0,2,0.5,0.0
2110,2128,27,41,25,41,27,28,1,5,12,8,17,113,13.221238938053098,40,0,2,0.35398230088495575,0.0
2500,2538,38,14,29,18,23,32,1,4,10,68,129,102,12.490196078431373,102,10,2,1.0,0.09803921568627451
3668,3689,25,21,47,36,33,42,1,9,14,70,218,104,12.759615384615385,0,0,2,0.0,0.0
897,674,25,43,42,37,31,31,1,9,11,62,47,140,12.435714285714285,0,44,2,0.0,0.3142857142857143
3592,3629,42,42,46,44,30,23,1,3,18,37,54,80,12.1,16,0,2,0.2,0.0
3244,3123,43,43,21,19,26,38,1,5,12,63,190,114,11.780701754385966,15,0,2,0.13157894736842105,0.0
1060,960,32,31,22,35,26,28,1,5,12,15,33,165,12.036363636363637,59,19,2,0.3575757575757576,0.11515151515151516
3788,3848,45,48,22,47,33,28,1,5,12,81,127,149,11.805369127516778,45,0,2,0.30201342281879195,0.0
829,870,42,44,10,47,23,29,1,3,4,3,192,80,13.5,0,0,2,0.0,0.0
3607,3527,15,20,43,14,37,22,1,4,10,44,128,80,11.5,0,0,2,0.0,0.0
140,33,31,25,16,20,35,26,1,4,10,51,149,80,11.525,40,0,2,0.5,0.0
3201,3109,42,27,16,19,26,42,1,8,14,61,115,122,13.418032786885245,26,8,2,0.21311475409836064,0.06557377049180328
3136,3208,37,30,38,16,28,5,1,4,16,11,112,80,11.975,40,0,2,0.5,0.0
1055,973,41,39,45,22,35,7,1,9,14,3,59,110,12.89090909090909,0,0,2,0.0,0.0
2255,2185,33,38,15,37,28,26,1,4,10,1,116,80,12.025,40,0,2,0.5,0.0
2159,2214,29,41,21,48,30,21,1,2,18,86,53,166,13.493975903614459,58,47,2,0.3493975903614458,0.28313253012048195
1225,1246,26,29,17,10,27,9,1,3,18,83,150,145,11.83448275862069,19,0,2,0.1310344827586207,0.0
1264,1162,38,45,21,34,35,26,1,3,10,51,147,129,12.705426356589147,0,0,2,0.0,0.0
2848,2759,23,30,38,16,34,9,1,4,18,38,70,120,12.383333333333333,40,0,2,0.3333333333333333,0.0
3731,3726,34,40,37,50,33,42,1,9,14,33,88,115,12.2,40,0,2,0.34782608695652173,0.0
377,581,27,23,34,18,34,32,1,4,10,51,149,116,11.439655172413794,42,0,2,0.3620689655172414,0.0
3626,3663,44,38,23,39,32,26,1,3,10,59,22,148,10.486486486486486,58,29,2,0.3918918918918919,0.19594594594594594
2822,2723,29,38,18,45,31,38,1,5,12,79,202,80,12.5375,18,0,2,0.225,0.0
2839,2805,43,46,18,39,31,23,1,2,18,24,104,112,13.169642857142858,0,0,2,0.0,0.0
150,148,40,44,21,50,35,28,1,6,12,49,123,80,13.6625,59,0,2,0.7375,0.0
2460,2342,37,11,39,19,28,38,1,5,12,48,55,80,11.5,40,0,2,0.5,0.0
2851,2726,30,20,21,15,27,5,1,2,16,11,228,80,13.5,0,0,2,0.0,0.0
223,237,46,15,37,40,37,28,1,6,12,8,106,121,11.314049586776859,50,0,2,0.4132231404958678,0.0
1933,1877,21,24,28,15,36,16,1,0,21,66,93,314,12.286624203821656,183,0,2,0.5828025477707006,0.0
1498,1461,43,11,33,23,33,42,1,8,14,33,35,131,11.618320610687023,18,0,2,0.13740458015267176,0.0
1567,1600,20,15,42,38,26,40,1,2,18,10,46,104,12.596153846153847,45,0,2,0.4326923076923077,0.0
252,204,39,30,15,38,37,38,1,5,12,48,55,80,11.525,40,0,2,0.5,0.0
1038,1027,22,21,22,18,23,33,1,0,21,57,189,80,12.0125,17,0,2,0.2125,0.0
2480,2609,24,16,16,37,26,42,1,8,14,46,73,80,10.9625,19,0,2,0.2375,0.0
170,96,10,48,22,15,27,38,1,6,12,79,31,80,11.65,40,0,2,0.5,0.0
839,883,41,38,40,13,17,42,1,9,14,33,88,80,12.5,40,0,2,0.5,0.0
2952,3012,21,22,41,25,25,40,1,4,18,40,212,118,12.177966101694915,0,0,2,0.0,0.0
1651,1612,37,43,23,16,35,34,1,3,16,56,226,80,13.0,0,0,2,0.0,0.0
3989,3994,43,40,43,17,42,33,1,0,21,73,13,80,11.5,40,0,2,0.5,0.0
817,763,20,10,17,46,38,21,1,3,18,21,233,80,13.0,0,0,2,0.0,0.0
525,453,34,40,15,39,26,31,1,9,11,62,47,111,12.504504504504505,0,0,2,0.0,0.0
3232,3225,42,38,16,26,21,38,1,5,12,13,178,84,11.261904761904763,42,0,2,0.5,0.0
2305,2435,41,39,43,13,31,42,1,8,14,70,170,80,12.575,18,0,2,0.225,0.0
1000,1002,45,42,46,37,27,5,1,4,16,88,7,128,11.859375,28,29,2,0.21875,0.2265625
1306,1277,37,35,39,45,38,31,1,8,11,71,181,80,12.0625,40,0,2,0.5,0.0
3407,3373,43,39,22,43,36,23,1,2,18,31,232,80,12.0125,0,0,2,0.0,0.0
2902,2901,37,16,44,22,34,31,1,8,11,47,83,102,12.03921568627451,42,0,2,0.4117647058823529,0.0
959,1140,48,39,40,48,24,28,1,5,12,27,16,80,12.0,0,0,2,0.0,0.0
3694,3688,43,46,30,15,36,31,1,8,11,55,96,175,12.834285714285715,0,28,2,0.0,0.16
679,848,39,38,18,15,35,31,1,8,11,55,96,152,12.730263157894736,0,31,2,0.0,0.20394736842105263
3450,3471,23,19,21,42,38,28,1,6,12,27,154,80,12.5,0,0,2,0.0,0.0
256,323,16,33,18,38,38,40,1,2,18,64,67,92,12.521739130434783,49,0,2,0.532608695652174,0.0
2080,2259,36,43,36,13,34,9,1,4,18,39,164,111,12.378378378378379,40,0,2,0.36036036036036034,0.0
3436,3308,45,39,23,39,30,6,1,2,18,35,42,80,11.55,18,0,2,0.225,0.0
2002,1819,22,16,42,13,27,29,1,2,4,3,160,80,11.5,40,0,2,0.5,0.0
228,207,16,20,10,14,16,17,1,5,1,3,187,94,13.329787234042554,40,0,2,0.425531914893617,0.0
2544,2503,38,22,35,45,29,32,1,3,10,1,48,80,12.55,17,0,2,0.2125,0.0
1198,1206,40,22,18,41,40,42,1,8,14,4,114,107,11.42056074766355,40,0,2,0.37383177570093457,0.0
3405,3325,41,17,21,44,29,28,1,5,12,20,121,110,12.10909090909091,18,0,2,0.16363636363636364,0.0
567,500,20,24,15,43,25,32,1,2,10,30,223,86,12.162790697674419,4,0,2,0.046511627906976744,0.0
3403,3281,23,10,31,15,27,22,1,3,10,51,147,80,13.0,0,0,2,0.0,0.0
1976,1804,40,45,22,37,32,41,1,3,18,3,41,80,12.0875,21,0,2,0.2625,0.0
323,181,39,47,20,18,28,9,1,3,16,67,196,80,12.625,19,0,2,0.2375,0.0
606,602,37,35,17,39,29,16,1,0,21,9,135,322,11.385093167701863,200,0,2,0.6211180124223602,0.0
1724,1727,41,27,30,26,33,38,1,6,12,13,40,123,12.146341463414634,48,2,2,0.3902439024390244,0.016260162601626018
5,77,39,38,42,37,21,9,1,2,16,67,38,96,11.552083333333334,43,0,2,0.4479166666666667,0.0
3608,3522,40,20,42,18,32,28,1,6,12,49,123,112,13.071428571428571,59,0,2,0.5267857142857143,0.0
3393,3396,21,30,47,43,27,33,1,0,21,0,139,80,13.0,0,0,2,0.0,0.0
2734,2823,44,12,32,37,28,5,1,2,16,56,65,80,12.475,19,0,2,0.2375,0.0
3059,3025,27,17,44,23,41,42,1,9,14,33,88,114,12.228070175438596,40,0,2,0.3508771929824561,0.0
2433,2423,33,40,31,17,34,41,1,2,18,3,201,80,12.0,0,0,2,0.0,0.0
171,157,43,10,16,42,30,42,1,8,14,33,35,154,11.38961038961039,37,0,2,0.24025974025974026,0.0
2505,2625,17,48,21,39,39,31,1,8,11,55,96,80,12.525,0,0,2,0.0,0.0
2404,2329,28,29,47,25,27,6,1,3,16,28,94,119,11.630252100840336,20,0,2,0.16806722689075632,0.0
452,524,42,38,40,28,31,28,1,5,12,65,239,80,11.0,40,0,2,0.5,0.0
2260,2151,47,22,47,50,33,42,1,9,14,61,95,80,12.5,0,0,2,0.0,0.0
3921,3913,20,30,16,10,38,41,1,3,18,3,41,100,11.86,15,0,2,0.15,0.0
3856,3860,35,31,10,13,22,28,1,6,12,65,69,80,11.55,18,0,2,0.225,0.0
986,1009,34,16,22,50,38,31,1,9,11,62,47,94,12.595744680851064,0,0,2,0.0,0.0
